300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
323.0474454,318.875602,315.4586851,312.6600851,310.3679128,308.4905263,306.9528671,305.6934589,304.66195,303.8171005,303.1251329,302.558382,302.0941889,301.7139951,301.4026002,301.1475546,300.9386614,300.767569,300.6274371,300.512663,300.4186582,300.3416643,300.278603,300.2269532,300.1846497,300.1500014,300.121623,300.0983798,300.0793427,300.0637505,300.0509798,300.0405201,300.0319531,300.0249364,300.0191894,300.0144824,300.0106271,300.0074695,300.0048833,300.0027651,300.0010301,299.9996092,299.9984453,299.9974921,299.9967114,299.9960719,299.9955482,299.9951192,299.9947679,299.9944801,299.9942444,299.9940514,299.9938933,299.9937638,299.9936577,299.9935708,299.9934997,299.9934414,299.9933937,299.9933546,299.9933226,299.9932963,299.9932749,299.9932573,299.9932429,299.9932311,299.9932214,299.9932135,299.993207,299.9932017,299.9931973,299.9931938,299.9931909,299.9931885,299.9931865,299.9931849,299.9931836,299.9931825,299.9931816,299.9931809,299.9931803,299.9931798,299.9931794,299.9931791,299.9931789,299.9931786,299.9931785,299.9931783,299.9931782,299.9931781,299.993178,299.993178,299.9931779,299.9931779,299.9931778,299.9931778,299.9931778,299.9931778,299.9931778,299.9931778
332.9716123,328.8917184,325.2093206,321.9139373,318.9859094,316.4000558,314.128308,312.1415739,310.4110229,308.9089401,307.6092634,306.487891,305.5228229,304.6941884,303.9841947,303.3770243,302.8587022,302.4169465,302.0410127,301.7215391,301.4503977,301.2205546,301.0259392,300.8613263,300.7222289,300.6048015,300.5057551,300.4222819,300.3519884,300.2928375,300.243098,300.2013002,300.1661986,300.136738,300.1120263,300.0913092,300.0739501,300.0594121,300.0472424,300.0370599,300.0285438,300.0214245,300.0154751,300.0105054,300.0063555,300.0028914,300.0000008,299.9975894,299.9955785,299.993902,299.9925047,299.9913404,299.9903704,299.9895626,299.98889,299.98833,299.987864,299.9874761,299.9871535,299.9868853,299.9866623,299.9864771,299.9863234,299.9861961,299.9860908,299.9860041,299.985933,299.9858753,299.9858291,299.9857929,299.9857655,299.9857463,299.9857346,299.9857304,299.9857337,299.9857448,299.9857644,299.9857936,299.9858337,299.9858864,299.9859543,299.9860401,299.9861476,299.9862813,299.9864467,299.9866508,299.986902,299.9872105,299.987589,299.988053,299.9886213,299.989317,299.9901681,299.9912093,299.9924823,299.9940387,299.995941,299.9982658,300.0011065,300.0045772
340.2319352,336.2192978,332.4966616,329.0624536,325.9112028,323.0341005,320.419647,318.0543066,315.9231219,314.0102623,312.299494,310.7745688,309.4195345,308.2189742,307.1581827,306.2232888,305.4013327,304.6803058,304.0491623,303.497807,303.0170667,302.598649,302.2350928,301.9197131,301.6465436,301.410278,301.2062128,301.0301911,300.8785491,300.7480663,300.6359183,300.539634,300.4570558,300.3863033,300.3257412,300.2739494,300.2296969,300.1919183,300.1596927,300.1322256,300.108832,300.0889221,300.0719892,300.0575979,300.0453746,300.0349993,300.026198,300.0187363,300.012414,300.0070601,300.0025287,299.9986955,299.9954547,299.9927161,299.9904032,299.9884509,299.9868039,299.9854154,299.9842456,299.983261,299.9824331,299.9817379,299.9811552,299.9806679,299.9802617,299.9799247,299.9796471,299.9794205,299.9792383,299.9790952,299.9789868,299.97891,299.9788625,299.978843,299.9788507,299.978886,299.9789497,299.9790438,299.9791708,299.9793341,299.9795383,299.9797888,299.9800921,299.9804562,299.9808902,299.9814048,299.9820125,299.9827275,299.983566,299.9845465,299.9856895,299.987018,299.9885573,299.9903349,299.9923802,299.9947241,299.9973979,300.0004326,300.0038566,300.0076932
346.1327742,342.1747933,338.4528575,334.96701,331.7152229,328.693532,325.8962285,323.316088,320.9446195,318.7723215,316.7889326,314.9836676,313.345434,311.8630244,310.5252835,309.3212481,308.2402632,307.2720729,306.4068901,305.6354466,304.9490256,304.3394804,303.7992401,303.3213052,302.8992353,302.5271309,302.1996092,301.9117779,301.6592058,301.4378926,301.2442381,301.0750113,300.9273206,300.7985845,300.686504,300.5890365,300.5043705,300.4309035,300.3672201,300.3120725,300.2643629,300.2231265,300.1875175,300.1567948,300.1303105,300.1074987,300.087866,300.0709825,300.0564742,300.0440164,300.0333269,300.0241615,300.0163083,300.0095843,300.0038313,299.9989127,299.9947107,299.9911238,299.9880648,299.9854587,299.9832409,299.9813564,299.9797579,299.9784051,299.9772636,299.9763041,299.975502,299.9748364,299.97429,299.9738482,299.9734992,299.9732334,299.9730435,299.9729236,299.9728699,299.97288,299.9729528,299.9730889,299.9732898,299.9735585,299.9738994,299.9743178,299.9748205,299.9754154,299.9761119,299.9769203,299.9778526,299.9789215,299.9801414,299.9815273,299.9830957,299.9848634,299.986848,299.9890675,299.9915393,299.9942807,299.9973076,300.0006342,300.0042722,300.0082302
351.1931111,347.2819959,343.5732769,340.0674864,336.7638467,333.6603183,330.7536753,328.0396034,325.5128142,323.1671725,320.9958285,318.9913531,317.1458705,315.4511855,313.8989027,312.4805358,311.1876054,310.0117256,308.9446777,307.9784726,307.1054013,306.3180752,305.6094559,304.9728766,304.4020554,303.8911013,303.4345151,303.0271845,302.6643758,302.3417216,302.0552067,301.8011516,301.5761946,301.3772736,301.2016068,301.0466736,300.9101959,300.7901197,300.6845968,300.5919684,300.5107479,300.4396064,300.3773577,300.3229452,300.275429,300.2339748,300.1978429,300.1663787,300.1390034,300.1152065,300.094538,300.0766017,300.0610495,300.0475757,300.0359124,300.0258249,300.0171079,300.0095821,300.0030912,299.9974989,299.9926864,299.9885509,299.9850027,299.9819646,299.9793695,299.9771598,299.9752857,299.9737046,299.9723803,299.9712818,299.9703829,299.969662,299.9691009,299.9686849,299.9684023,299.9682439,299.9682032,299.9682757,299.9684588,299.968752,299.9691561,299.9696739,299.9703093,299.9710677,299.9719557,299.9729808,299.9741519,299.9754784,299.9769708,299.97864,299.9804974,299.9825545,299.9848229,299.9873142,299.9900392,299.9930081,299.9962301,299.9997131,300.0034634,300.0074858
355.6632563,351.7935356,348.102753,344.5916159,341.2599181,338.1065576,335.1295709,332.3261833,329.6928683,327.2254177,324.9190176,322.7683286,320.7675686,318.9105957,317.1909895,315.6021292,314.1372673,312.7895985,311.5523225,310.4186994,309.3821004,308.4360495,307.5742606,306.7906668,306.0794445,305.4350316,304.8521405,304.3257665,303.8511923,303.4239887,303.0400121,302.6953993,302.3865608,302.1101712,301.8631591,301.6426959,301.4461831,301.2712401,301.1156908,300.9775513,300.8550163,300.7464471,300.650359,300.5654093,300.4903865,300.4241993,300.3658661,300.314506,300.2693293,300.2296296,300.1947755,300.164204,300.1374134,300.1139578,300.0934406,300.0755103,300.0598557,300.046201,300.034303,300.0239468,300.0149433,300.007126,300.0003486,299.9944829,299.9894166,299.9850514,299.9813017,299.978093,299.9753606,299.9730486,299.9711088,299.9694998,299.9681864,299.9671386,299.9663314,299.965744,299.9653593,299.9651636,299.9651464,299.9652998,299.9656181,299.9660982,299.9667384,299.967539,299.9685019,299.9696299,299.9709274,299.9723993,299.9740515,299.9758906,299.9779233,299.9801566,299.9825977,299.9852536,299.9881309,299.9912358,299.9945738,299.9981497,300.0019672,300.0060291
359.6947619,355.8623625,352.1913983,348.6826083,345.3360798,342.1512292,339.126817,336.2609742,333.5512375,330.9945909,328.5875124,326.326025,324.2057505,322.2219651,320.3696551,318.643573,317.0382913,315.5482554,314.1678324,312.8913578,311.7131782,310.6276893,309.6293713,308.7128187,307.8727668,307.1041137,306.4019389,305.7615175,305.1783316,304.6480783,304.1666744,303.7302593,303.335195,302.9780638,302.6556655,302.3650117,302.1033196,301.868005,301.656674,301.4671146,301.2972876,301.1453172,301.0094818,300.8882048,300.7800449,300.6836873,300.597935,300.5216999,300.4539948,300.3939256,300.3406838,300.2935393,300.2518345,300.214977,300.1824348,300.1537304,300.128436,300.1061687,300.0865865,300.0693841,300.0542896,300.0410611,300.0294835,300.0193662,300.0105402,300.0028562,299.9961822,299.9904021,299.9854137,299.9811273,299.9774645,299.9743568,299.9717446,299.9695763,299.9678074,299.9663997,299.9653206,299.9645425,299.9640424,299.963801,299.9638027,299.9640349,299.9644879,299.9651543,299.9660288,299.9671079,299.9683897,299.9698738,299.9715606,299.9734517,299.9755492,299.9778558,299.9803744,299.9831084,299.9860608,299.9892349,299.9926334,299.996259,300.0001137,300.0041991
363.3812814,359.5831316,355.9323603,352.4301983,349.0767901,345.8718471,342.814573,339.9036705,337.1373614,334.5134122,332.029165,329.6815707,327.4672263,325.3824128,323.4231352,321.5851627,319.8640688,318.2552711,316.7540696,315.355684,314.0552883,312.8480438,311.7291295,310.6937696,309.7372588,308.8549841,308.0424447,307.2952681,306.6092244,305.980238,305.404396,304.8779558,304.397349,303.9591847,303.5602506,303.1975123,302.8681117,302.5693639,302.2987534,302.0539292,301.8326994,301.6330251,301.4530139,301.2909133,301.1451035,301.0140908,300.8965,300.7910675,300.6966347,300.6121407,300.5366161,300.4691763,300.4090155,300.3554012,300.3076679,300.2652124,300.2274887,300.1940032,300.1643104,300.1380087,300.1147366,300.0941692,300.0760152,300.0600131,300.0459291,300.0335544,300.0227026,300.0132076,300.0049218,299.9977142,299.9914687,299.9860826,299.9814654,299.9775374,299.9742286,299.9714778,299.9692318,299.9674441,299.9660745,299.9650886,299.9644569,299.964154,299.9641589,299.9644536,299.9650236,299.9658568,299.9669434,299.9682757,299.9698478,299.9716552,299.9736946,299.9759638,299.9784614,299.9811866,299.9841393,299.9873196,299.9907277,299.9943643,299.9982298,300.0023249
366.7901117,363.023533,359.3933567,355.9002403,352.5449962,349.3274332,346.2470342,343.3028818,340.4936627,337.8176834,335.2728902,332.8568925,330.5669886,328.4001936,326.3532674,324.4227455,322.6049685,320.8961131,319.2922215,317.7892312,316.383003,315.0693487,313.8440566,312.7029155,311.6417375,310.656378,309.7427547,308.8968641,308.114796,307.3927463,306.7270279,306.1140795,305.550473,305.0329189,304.5582704,304.1235262,303.7258317,303.3624793,303.0309073,302.7286981,302.4535761,302.2034037,301.9761778,301.7700256,301.5831992,301.4140715,301.2611299,301.1229717,300.9982981,300.8859089,300.7846967,300.6936421,300.6118073,300.538332,300.4724276,300.4133725,300.3605075,300.3132313,300.2709961,300.2333038,300.199702,300.1697801,300.1431666,300.1195254,300.098553,300.0799756,300.0635467,300.0490447,300.0362706,300.025046,300.0152113,300.0066237,299.999156,299.9926949,299.9871397,299.9824011,299.9784001,299.9750669,299.9723402,299.9701658,299.9684967,299.9672916,299.9665147,299.9661349,299.9661254,299.9664632,299.9671287,299.9681053,299.9693788,299.9709374,299.9727713,299.9748724,299.9772342,299.9798513,299.9827195,299.9858356,299.9891971,299.9928023,299.9966502,300.00074
