Epoch,Loss
0,510.9911804199219
1000,61.763938903808594
2000,62.97351837158203
3000,57.266910552978516
4000,57.40638732910156
5000,57.43692398071289
6000,57.21891784667969
7000,57.08088684082031
8000,56.91226577758789
9000,56.85684585571289
10000,56.915279388427734
11000,56.87241744995117
12000,56.82758331298828
13000,56.978031158447266
14000,56.890010833740234
